off_play_caller,season,H_situ_m,n_look,H_look,presnap_tip
Tim Kelly,2021,0.8416414339682047,716,0.8288801069543008,0.012761327013903867
Tim Kelly,2023,0.8414286551414079,859,0.823364567765944,0.018064087375463833
Todd Downing,2017,0.8376426801545576,754,0.819801114543175,0.017841565611382615
Todd Downing,2021,0.8390791616637728,1009,0.8232695027472986,0.015809658916474234
Todd Downing,2022,0.8296963128975138,862,0.8169937394922028,0.012702573405311002
Todd Downing,2024,0.8431364110022245,642,0.8242376043617655,0.018898806640458954
Todd Haley,2016,0.8573259697300708,867,0.8411070901753045,0.016218879554766308
Todd Haley,2017,0.8443490776252093,940,0.8204265498137696,0.023922527811439664
Todd Haley,2018,0.8244598673295445,498,0.8142581776359724,0.010201689693572047
Todd Monken,2018,0.8439477843866944,405,0.8246385625398505,0.019309221846843916
Todd Monken,2023,0.8372123483866272,923,0.7967211846441907,0.04049116374243644
Todd Monken,2024,0.8469538050860762,872,0.8229976259981753,0.02395617908790093
Todd Monken,2025,0.8431445001842586,774,0.8212053549993343,0.021939145184924236
Tommy Rees,2025,0.8170422553719436,449,0.8003409972834691,0.016701258088474558
Zac Robinson,2024,0.8171202444551908,951,0.7642759963374106,0.05284424811778021
Zac Robinson,2025,0.8323698055830858,931,0.802396420724505,0.02997338485858081
Zac Taylor,2019,0.8257589525403769,775,0.8078439025870001,0.017915049953376783
Zac Taylor,2020,0.8527289048791201,822,0.8366397038978742,0.016089200981245888
Zac Taylor,2021,0.8417835425978115,1088,0.8093677600492795,0.03241578254853206
Zac Taylor,2022,0.8121610413038945,953,0.7774491974174276,0.034711843886466975
Zac Taylor,2023,0.8415239128294638,869,0.8129688479798988,0.02855506484956505
Zac Taylor,2024,0.8323567897229309,934,0.7975416930673459,0.03481509665558502
Zac Taylor,2025,0.8372093835852685,836,0.814427834103954,0.0227815494813145
