coach,season,n_games,mean_residual
Mike Shanahan,2007,16,-0.0916380517091214
Mike Shanahan,2008,16,-0.050271741552144165
Mike Shanahan,2010,16,-0.1775579138232673
Mike Shanahan,2011,16,-0.1455040439481979
Mike Shanahan,2012,16,0.10339721675054225
Mike Shanahan,2013,16,-0.07719218387592618
Mike Sherman,2000,16,7.984686971429346e-4
Mike Sherman,2001,16,0.22614438283918462
Mike Sherman,2002,16,0.011001310846131408
Mike Sherman,2003,16,0.11836396386748331
Mike Sherman,2004,16,0.1980275296633108
Mike Sherman,2005,16,-0.09378309030732361
Mike Singletary,2008,9,-0.050277250153658956
Mike Singletary,2009,16,0.16896409161167597
Mike Singletary,2010,15,-0.1123131702490185
Mike Smith,2008,16,-0.042208106693164306
Mike Smith,2009,16,0.0963394604658812
Mike Smith,2010,16,0.10140419824063712
Mike Smith,2011,16,-0.028903248725200115
Mike Smith,2012,16,0.10712321288403347
Mike Smith,2013,16,-0.10706425327081759
Mike Smith,2014,16,-0.032547485197521694
Mike Tice,2001,1,-0.3643748704677685
Mike Tice,2002,16,0.04661573164819528
Mike Tice,2003,16,0.04505256433321831
Mike Tice,2004,16,0.05198963387536832
Mike Tice,2005,16,0.007363440452502
Mike Tomlin,2007,16,0.2100656237934443
Mike Tomlin,2008,16,0.22728280739730317
Mike Tomlin,2009,16,-0.032323310241452595
Mike Tomlin,2010,16,0.05198205478837854
Mike Tomlin,2011,16,0.10302475463192726
Mike Tomlin,2012,16,0.0635677357408674
Mike Tomlin,2013,16,0.05517229722282545
Mike Tomlin,2014,16,0.07318782182941455
Mike Tomlin,2015,16,0.15515274458467934
Mike Tomlin,2016,16,0.028120485273766364
Mike Tomlin,2017,16,0.1375309542716666
Mike Tomlin,2018,16,0.02088839957145715
Mike Tomlin,2019,16,0.01160364016587129
Mike Tomlin,2020,16,0.15608166372176327
Mike Tomlin,2021,17,-0.0034016793331747416
Mike Tomlin,2022,17,0.05577069675264865
Mike Tomlin,2023,17,0.156001363797346
Mike Tomlin,2024,17,0.13070999578916886
Mike Tomlin,2025,17,-0.08741274490477603
Mike Vrabel,2018,16,0.06104303222115766
Mike Vrabel,2019,16,0.24535450316756632
Mike Vrabel,2020,16,0.023240538986658676
Mike Vrabel,2021,17,-0.020586700702382218
Mike Vrabel,2022,17,-0.2114834814289704
Mike Vrabel,2023,17,-0.09982491919206503
Mike Vrabel,2025,17,0.15726552053692427
Mike Zimmer,2014,16,-0.07663380221396414
Mike Zimmer,2015,16,0.10690435324018663
Mike Zimmer,2016,16,0.2414272212370561
Mike Zimmer,2017,16,0.07018066517723298
Mike Zimmer,2018,16,0.10557603907430897
Mike Zimmer,2019,16,0.15346881250719224
Mike Zimmer,2020,16,0.04176278909803813
Mike Zimmer,2021,17,0.03288869729649372
Nathaniel Hackett,2022,15,0.04225189054224209
Nick Saban,2005,16,0.09128094574620495
Nick Saban,2006,16,0.005515762600932953
Nick Sirianni,2021,17,0.1416743910687802
Nick Sirianni,2022,17,0.050816577747117175
Nick Sirianni,2023,17,0.008418730504845783
Nick Sirianni,2024,17,0.22888344742729946
Nick Sirianni,2025,17,0.022424116598480176
Norv Turner,2000,3,0.11531183083868426
Norv Turner,2004,16,-0.19013248433438645
Norv Turner,2005,16,-0.026785165761010823
Norv Turner,2007,16,-0.037466634446541615
Norv Turner,2008,16,0.21230657052797253
Norv Turner,2009,16,0.053182867962935094
Norv Turner,2010,16,0.33976781249060384
Norv Turner,2011,16,0.07767676937029709
Norv Turner,2012,16,-0.11479112460135756
Pat Shurmur,2011,16,0.020350632984748963
Pat Shurmur,2012,16,-0.12246949648475584
Pat Shurmur,2015,1,0.21331021496567176
Pat Shurmur,2018,16,-0.08716530508401253
Pat Shurmur,2019,16,-0.15516149915443453
Perry Fewell,2009,7,0.02192246486664343
Pete Carroll,2010,16,-0.06199003273328758
Pete Carroll,2011,16,0.19877270730750213
Pete Carroll,2012,16,0.2128533332300575
Pete Carroll,2013,16,0.17930536520953236
Pete Carroll,2014,16,0.2992304579626625
Pete Carroll,2015,16,0.2372150077780406
Pete Carroll,2016,16,0.0389957898319446
Pete Carroll,2017,16,0.19472717067954118
Pete Carroll,2018,16,0.09688008298151347
Pete Carroll,2019,16,-0.007353305539976354
Pete Carroll,2020,16,0.06730797513936437
Pete Carroll,2021,17,-0.12012388394430412
Pete Carroll,2022,17,0.04393861282625437
Pete Carroll,2023,17,-0.09611879650466863
Pete Carroll,2025,17,-0.22395780489635803
Raheem Morris,2009,16,-0.1920514092909154
Raheem Morris,2010,16,0.14335918691098432
Raheem Morris,2011,16,-0.06950468860515614
Raheem Morris,2020,11,-0.16411462156502377
Raheem Morris,2024,17,-0.007939661637785485
Raheem Morris,2025,17,-0.06622531684667154
Rex Ryan,2009,16,0.12386666683450837
Rex Ryan,2010,16,0.061062254994289376
Rex Ryan,2011,16,-0.029843243782076787
Rex Ryan,2012,16,-0.11712558529254714
Rex Ryan,2013,16,-0.04257924227460869
Rex Ryan,2014,16,-0.11825130724110905
Rex Ryan,2015,16,0.08202392886020674
Rex Ryan,2016,15,0.10059564211037114
Rich Bisaccia,2021,12,-0.07879240379989291
Rob Chudzinski,2013,16,-0.09925012185394413
Robert Saleh,2021,17,-0.19036826616244248
Robert Saleh,2022,17,0.048080713271006825
Robert Saleh,2023,17,-0.022506056073583802
Robert Saleh,2024,17,-0.008751589772785066
Rod Marinelli,2006,16,-0.01911694479079694
Rod Marinelli,2007,16,0.06083429929750169
Rod Marinelli,2008,16,-0.27370410361881375
Romeo Crennel,2005,16,-0.10341354598905486
Romeo Crennel,2006,16,-0.20529512960960794
Romeo Crennel,2007,16,0.041522867014499386
Romeo Crennel,2008,16,-0.17132979766608863
Romeo Crennel,2011,3,-0.06162952998438675
Romeo Crennel,2012,16,-0.2371323867363785
Romeo Crennel,2020,12,0.09210293079586557
Ron Rivera,2011,16,-0.1617569883027115
Ron Rivera,2012,16,0.02790209103116601
Ron Rivera,2013,16,0.15137909032630015
Ron Rivera,2014,16,0.04016954343222848
Ron Rivera,2015,16,0.07289060642316258
Ron Rivera,2016,16,-0.17337770479216416
Ron Rivera,2017,16,-0.014091987290500018
Ron Rivera,2018,16,-0.08363447413065303
Ron Rivera,2019,16,-0.09993969198802902
Ron Rivera,2020,16,0.25854648010626075
Ron Rivera,2021,17,-0.05200801100374568
Ron Rivera,2022,17,0.03288561702400551
Ron Rivera,2023,17,-0.0821751790997196
Scott Linehan,2006,16,-0.018547659565456016
Scott Linehan,2007,16,-0.31707228366311524
Scott Linehan,2008,4,-0.6070387784405005
Sean McDermott,2017,16,-0.17153817535009638
Sean McDermott,2018,16,0.06522930904984733
Sean McDermott,2019,16,0.017894583051449833
Sean McDermott,2020,16,0.1280640554545298
Sean McDermott,2021,17,0.31066859585354356
Sean McDermott,2022,16,0.17663215034482999
Sean McDermott,2023,17,0.24977267989644178
Sean McDermott,2024,17,0.29078238134910256
Sean McDermott,2025,17,0.25483594944181737
Sean McVay,2017,16,0.14256565345634234
Sean McVay,2018,16,0.16186890490373917
Sean McVay,2019,16,0.018518039967239778
Sean McVay,2020,16,0.23983258662239004
Sean McVay,2021,17,0.1533417830368766
Sean McVay,2022,17,-0.15914606303109471
Sean McVay,2023,17,0.03849312251966132
Sean McVay,2024,17,0.02196534145382975
Sean McVay,2025,17,0.2360249832834792
Sean Payton,2006,16,0.13151933297356827
Sean Payton,2007,16,-0.011380115213354549
Sean Payton,2008,16,0.15331744274761916
Sean Payton,2009,16,0.238777005620248
Sean Payton,2010,16,0.04368120410993859
Sean Payton,2011,16,0.2778917003652399
Sean Payton,2013,16,0.17648583595627904
Sean Payton,2014,16,0.01901460504674518
Sean Payton,2015,16,-0.17067958861112192
Sean Payton,2016,16,0.20348628505066088
Sean Payton,2017,16,0.1994100302567529
Sean Payton,2018,16,0.2702853807900941
Sean Payton,2019,16,0.11000648653321518
Sean Payton,2020,16,0.19006599403399893
Sean Payton,2021,17,0.05985984151686799
Sean Payton,2023,17,-0.14528459629084253
Sean Payton,2024,17,0.22953735260254676
Sean Payton,2025,17,0.2166461018365597
Shane Steichen,2023,17,-0.044603160705866444
Shane Steichen,2024,17,-0.06067029522934363
Shane Steichen,2025,17,0.020900179996515833
Steve Mariucci,2000,16,0.024584924701399703
Steve Mariucci,2001,16,0.18743672764038136
Steve Mariucci,2002,16,-0.12332042776768343
Steve Mariucci,2003,16,0.013248440592130721
Steve Mariucci,2004,16,-0.12507297752028557
Steve Mariucci,2005,11,0.061825044087471914
Steve Spagnuolo,2009,16,-0.35565907134067687
Steve Spagnuolo,2010,16,-0.09410422871580282
Steve Spagnuolo,2011,16,-0.26286957704074115
Steve Spagnuolo,2017,4,-0.2546377325296152
Steve Spurrier,2002,16,0.061362038716440324
Steve Spurrier,2003,16,-0.11323364547111281
Steve Wilks,2018,16,-0.22863078809053494
Steve Wilks,2022,12,0.0045211567369206436
Terry Robiskie,2000,13,0.066470191195398
Terry Robiskie,2004,5,-0.409916746266031
Todd Bowles,2011,3,-0.013005844027744778
Todd Bowles,2015,16,0.16547017468080094
Todd Bowles,2016,16,-0.0773765851782075
Todd Bowles,2017,16,-0.13962477879031188
Todd Bowles,2018,16,-0.08655526800327774
Todd Bowles,2022,17,-0.0701844237734261
Todd Bowles,2023,17,0.051468118273527756
Todd Bowles,2024,17,0.2842630908683813
Todd Bowles,2025,17,0.002538885224639045
Todd Haley,2009,16,-0.10008149034853023
Todd Haley,2010,16,0.007769120443968236
Todd Haley,2011,13,-0.06246191462429675
Tom Cable,2008,12,-0.0709892608260103
Tom Cable,2009,16,-0.15472835793388437
Tom Cable,2010,16,0.0310997418242141
Tom Coughlin,2000,16,-0.04281471674069397
Tom Coughlin,2001,16,-0.2436116488216268
Tom Coughlin,2002,16,-0.23327836436698665
Tom Coughlin,2004,16,-0.002587473160720606
Tom Coughlin,2005,16,0.07544854219883472
Tom Coughlin,2006,16,-0.012911722439792637
Tom Coughlin,2007,16,0.06710737250446
Tom Coughlin,2008,16,0.15002175383456323
Tom Coughlin,2009,16,0.0429833397708175
Tom Coughlin,2010,16,0.06804438037146755
Tom Coughlin,2011,16,0.020794109543842473
Tom Coughlin,2012,16,0.016487588715236097
Tom Coughlin,2013,16,-0.08029859289108521
Tom Coughlin,2014,16,-0.17816956473495943
Tom Coughlin,2015,16,-0.06301427005415411
Tony Dungy,2000,16,-0.018823837948053916
Tony Dungy,2001,16,-0.04881662922687488
Tony Dungy,2002,16,0.23782914220186005
Tony Dungy,2003,16,0.1565322826613402
Tony Dungy,2004,16,0.15168147859566405
Tony Dungy,2005,16,0.3208464728398415
Tony Dungy,2006,16,0.08923794034973584
Tony Dungy,2007,16,0.1930003560387755
Tony Dungy,2008,16,0.176581397181919
Tony Sparano,2008,16,0.06280488661213104
Tony Sparano,2009,16,-0.10283583485388012
Tony Sparano,2010,16,-0.1422550940693545
Tony Sparano,2011,13,-0.07492557498214972
Tony Sparano,2014,12,-0.09767835192661473
Urban Meyer,2021,13,-0.19337903862440745
Vance Joseph,2017,16,0.07917232365157306
Vance Joseph,2018,16,0.06492817139508349
Vic Fangio,2019,16,-0.19186360320436027
Vic Fangio,2020,16,-0.06871359592485143
Vic Fangio,2021,17,0.0430728997168402
Vince Tobin,2000,9,-0.11421102201250415
Wade Phillips,2000,15,-0.07886282171406787
Wade Phillips,2003,3,-0.420108346884568
Wade Phillips,2007,16,0.2602620024135086
Wade Phillips,2008,16,0.03003514352455637
Wade Phillips,2009,16,0.14352323764019284
Wade Phillips,2010,8,0.018250825208019524
Wade Phillips,2013,3,-0.16549538390764953
Zac Taylor,2019,16,-0.18924233641534027
Zac Taylor,2020,16,-0.23842816152788177
Zac Taylor,2021,17,0.145722817472631
Zac Taylor,2022,16,0.1418273910819626
Zac Taylor,2023,17,-0.1145420636893913
Zac Taylor,2024,17,0.029346192536790546
Zac Taylor,2025,17,-0.19341034345363178
