cs,off_play_caller,season,n_plays,H_situ,H_lg,H_vs_lg,guess,guess_lg,guess_xs,H_seq,seq_lift,lean,lean_abs,epa_play,epa_next,qb_cpoe,qb_epa,n_db,primary_qb,n_primary
Ben Johnson__2022,Ben Johnson,2022,884,0.867022459272092,0.859240558574181,0.00778190069791118,0.645625170859721,0.641459068702982,0.416610215673885,0.837268685846926,0.00632340134119047,0.0325507407257864,0.404752121580874,0.070488305302813,0.0741504711079807,-0.66480357853467,0.189622038434602,493,J.Goff,492
Ben Johnson__2023,Ben Johnson,2023,1031,0.865988262026941,0.859550079775263,0.00643818225167769,0.640188310158655,0.640421576937286,-0.023326677863067,0.831110839640536,0.00841460979783271,0.0422276687148008,0.402546211224407,0.0741504711079807,0.139866858379176,1.27469695633672,0.167868320186306,585,J.Goff,583
Ben Johnson__2024,Ben Johnson,2024,849,0.881712941061453,0.869159508858335,0.0125534322031173,0.630839931416252,0.636815783484685,-0.59758520684331,0.856392652684782,0.00394104978757814,0.0616464205042353,0.421293942224853,0.139866858379176,0.0788335459312273,5.2726306327896,0.225549399394211,455,J.Goff,449
Ben Johnson__2025,Ben Johnson,2025,1121,0.857335892255163,0.844735981208925,0.0125999110462387,0.64878384799754,0.652513321679234,-0.372947368169352,0.831048379710985,0.00125687838995314,0.0420126548630121,0.391485686072487,0.0788335459312273,,-4.09711027474752,0.0996610215476834,620,C.Williams,617
Ben McAdoo__2015,Ben McAdoo,2015,934,0.84155881010123,0.855943053436533,-0.0143842433353032,0.656798416927164,0.641499421192691,1.5298995734473,0.798152043287859,0.0177570440883714,0.0160942991888368,0.363629989972143,0.0039922866098656,-0.0770210460428943,-1.9156803288599,0.0945582554751412,578,E.Manning,578
Ben McAdoo__2016,Ben McAdoo,2016,990,0.838501019482029,0.838900880658729,-0.000399861176700544,0.664184129532734,0.65288988544975,1.1294244082984,0.794820085504752,0.0104219067556366,0.00288773509814876,0.369065709302973,-0.0770210460428943,-0.0849222424640296,-2.04869542481764,-0.00427347355809949,605,E.Manning,604
Ben McAdoo__2022,Ben McAdoo,2022,793,0.869326207699393,0.848206364111446,0.0211198435879465,0.638497381858239,0.647035880226818,-0.85384983685789,0.839329054251968,0.00023881076281207,0.100152132912888,0.407086923896966,-0.0362051594339089,,-5.71469005432215,-0.11483191470939,386,B.Mayfield,165
Bill Lazor__2015,Bill Lazor,2015,437,0.836118508423574,0.836601140153045,-0.000482631729471272,0.660266059508118,0.657290545959709,0.297551354840897,0.791121108740951,0.00947209400554694,0.0164488081050956,0.360576244152111,-0.0982345322147837,,-2.32108699014554,-0.0950296427359248,279,R.Tannehill,278
Bill Lazor__2017,Bill Lazor,2017,655,0.836563416130228,0.831578856490608,0.0049845596396193,0.656002115584965,0.65429817382963,0.170394175533561,0.792870631907435,0.00811989697937754,0.000727248248708122,0.372003989535889,-0.022845833880645,-0.00322018197645183,-0.708484344861723,0.0575628618762773,390,A.Dalton,390
Bill Lazor__2018,Bill Lazor,2018,742,0.829717746811397,0.83526264746866,-0.00554490065726254,0.657213554701337,0.657924301273309,-0.0710746571972232,0.78236117347361,0.0123766781246981,0.00205294064916345,0.363656298892517,-0.00322018197645183,,-4.30627093969775,0.054467535157551,454,A.Dalton,331
Bill Lazor__2020,Bill Lazor,2020,352,0.875383849918837,0.880646961391533,-0.0052631114726962,0.643237530323642,0.626418900213746,1.68186301098956,0.844853392288156,0.0110113440686166,0.0230105928865008,0.390685018808158,0.0304072024680374,-0.015759701653278,6.00641951472922,0.083905425382334,189,M.Trubisky,161
Bill Lazor__2021,Bill Lazor,2021,613,0.838243092145862,0.844878794827026,-0.00663570268116398,0.655807596652696,0.651199807682039,0.460778897065661,0.794475607689357,0.015374987238083,0.0422110832972395,0.362092000649571,-0.015759701653278,,-1.98106249858593,-0.0380971200177473,328,J.Fields,160
Bill Musgrave__2015,Bill Musgrave,2015,864,0.845208998260533,0.843972436664119,0.00123656159641405,0.658896006440091,0.65085170342121,0.804430301888037,0.806456870903376,0.0104191922631161,0.0062325360443167,0.375092284314127,-0.0440299512015119,0.0321931243394333,-3.29659185205323,0.00524599110105829,532,D.Carr,529
Bill Musgrave__2016,Bill Musgrave,2016,966,0.83959245446116,0.839632001648117,-3.95471869570896e-05,0.654615956892655,0.655418118465427,-0.0802161572771576,0.800708402129932,0.00893438301213556,0.0135409994355516,0.377767803791455,0.0321931243394333,-0.110308483877264,-2.12722896776475,0.0799171265962371,576,D.Carr,537
Bill Musgrave__2018,Bill Musgrave,2018,854,0.8443038438584,0.838789845477977,0.00551399838042277,0.650809844455779,0.655141064546307,-0.433122009052744,0.80614314840382,0.00715769396754129,0.0268021345976086,0.36981670108277,-0.0268166233779385,,-2.172258420355,-0.0302088060086816,520,C.Keenum,518
Bill O'Brien__2015,Bill O'Brien,2015,848,0.846569108013998,0.837136028952564,0.0094330790614342,0.654613541800492,0.654536461319701,0.00770804807911363,0.810495239161405,0.00423546819235832,0.0478478883357965,0.381402602515904,-0.0906880621138182,-0.114452467638741,-4.91073738391462,-0.0458144230726042,484,B.Hoyer,280
Bill O'Brien__2016,Bill O'Brien,2016,977,0.849438762594891,0.831817302051148,0.0176214605437426,0.650111630096338,0.658798222956411,-0.868659286007256,0.816901992739464,0.00671191919718905,0.0503046631340239,0.381129455122574,-0.114452467638741,-0.0539597924191058,-3.38151329803562,-0.0877989510404929,528,B.Osweiler,450
Bill O'Brien__2017,Bill O'Brien,2017,811,0.826329967890244,0.84679881788013,-0.0204688499898859,0.674330139497872,0.648745620854216,2.55845186436565,0.772690480406771,0.0247053452284566,0.0375333504082977,0.361796897047104,-0.0539597924191058,0.00740037343251953,-2.07609856519305,-0.0345741508253103,452,T.Savage,226
Bill O'Brien__2018,Bill O'Brien,2018,873,0.829916168844927,0.844452721933784,-0.0145365530888569,0.670971204847226,0.655538868785363,1.54323360618627,0.779005392601282,0.0185423125151153,0.00713479323451319,0.352375612797947,0.00740037343251953,0.0586744827949187,4.57258996203405,0.0973400232965613,494,D.Watson,493
Bill O'Brien__2019,Bill O'Brien,2019,978,0.843655171864442,0.863940515996093,-0.0202853441316505,0.666262064310211,0.641033671486851,2.52283928233604,0.800699127057424,0.0182504599567269,0.00488365886462491,0.3685028742397,0.0586744827949187,,3.12644746534678,0.137844803886452,552,D.Watson,531
Bill O'Brien__2023,Bill O'Brien,2023,868,0.829996106231643,0.843862597163173,-0.0138664909315298,0.670123446343087,0.65073649645973,1.93869498833572,0.78026868549919,0.0147403790307278,0.0330836442277728,0.365399103731878,-0.178397716130716,,-2.19942612744315,-0.204014722086718,510,M.Jones,325
Bo Hardegree__2023,Bo Hardegree,2023,416,0.848089625225914,0.841788466082948,0.00630115914296547,0.651564768941479,0.650900890738214,0.0663878203265411,0.810397688124682,0.00695584641291358,0.0428405062188035,0.374452595581086,-0.0585590708385709,,-3.26391772145317,-0.0646679184821591,242,A.O'Connell,240
Bo Hardegree__2025,Bo Hardegree,2025,552,0.845005877703666,0.846240304849263,-0.00123442714559729,0.657753452577421,0.649766752991391,0.798669958602927,0.802775146976969,0.00942639826061164,0.0510764670274828,0.363846809400813,-0.138069532424958,,-2.61078628676909,-0.129706758228099,317,C.Ward,308
Bobby Slowik__2023,Bobby Slowik,2023,965,0.836095434290351,0.847210187251224,-0.0111147529608736,0.655976472856296,0.649540939757389,0.643553309890643,0.790993730522663,0.0129573997602149,0.0328804619726122,0.36873083801776,-0.00893796751897139,-0.0257916588949447,0.665738567020335,0.102334384715929,556,C.Stroud,493
Bobby Slowik__2024,Bobby Slowik,2024,1029,0.830545939701781,0.843008854751228,-0.0124629150494475,0.666835355810111,0.652366846888031,1.44685089220791,0.781061737440474,0.0137708520726769,0.00314769515201132,0.369375857525479,-0.0257916588949447,,-1.1428018392257,0.0403335434197529,603,C.Stroud,580
Brian Callahan__2024,Brian Callahan,2024,800,0.829924766442543,0.848130752437855,-0.0182059859953124,0.677199059447074,0.649405877686816,2.77931817602581,0.780469231984635,0.0159375026728598,0.0866521461680532,0.374470863416791,-0.16783636539941,-0.31660764336075,0.228274180735957,-0.191501667257578,415,W.Levis,265
Brian Daboll__2018,Brian Daboll,2018,629,0.835899740130319,0.83526678695629,0.00063295317402956,0.656859880205,0.655952350195787,0.0907530009213509,0.7921294438421,0.00811691424600536,0.0564958991420667,0.372656858782321,-0.0789192008946024,-0.0145596408941839,-7.44325640670797,-0.0913106242278376,313,J.Allen,237
Brian Daboll__2019,Brian Daboll,2019,936,0.814817932789496,0.831190422462418,-0.0163724896729228,0.682720825243859,0.657201220312168,2.55196049316911,0.76211103041357,0.0172457025744178,0.0134163099444575,0.35485293982057,-0.0145596408941839,0.156858976421261,-2.83346589999039,-0.0222728295404589,539,J.Allen,418
Brian Daboll__2020,Brian Daboll,2020,920,0.837610778154293,0.879851987782224,-0.0422412096279305,0.682956830357545,0.628699610331018,5.42572200265272,0.791873658786545,0.0275808904729419,0.110271520118998,0.399906884441557,0.156858976421261,0.090978718029497,5.22136806739845,0.241833542881809,608,J.Allen,600
Brian Daboll__2021,Brian Daboll,2021,813,0.826108869883159,0.864883441069599,-0.0387745711864401,0.695131430293909,0.638920218464118,5.62112118297915,0.789779421637896,0.0224874242957118,0.0453423652591741,0.37696401012413,0.090978718029497,,1.13835603564601,0.108719365173185,517,J.Allen,493
Brian Daboll__2024,Brian Daboll,2024,819,0.840862174598736,0.840290275336155,0.000571899262581055,0.655875246027989,0.653523302528575,0.235194349941392,0.797895612200229,0.0111312229906267,0.050562023843601,0.367832662476288,-0.149826580484143,,-2.24056236464484,-0.20015334413753,461,D.Jones,307
Brian Johnson__2023,Brian Johnson,2023,955,0.854113746589738,0.848330091263163,0.00578365532657454,0.654242879728926,0.648586025397092,0.565685433183427,0.821567051822238,0.00744523022969335,0.0108244930652423,0.381735964228657,0.06881396895046,,4.76391294264588,0.128522905930546,534,J.Hurts,528
Brian Schottenheimer__2018,Brian Schottenheimer,2018,886,0.839386634991741,0.844865170236212,-0.00547853524447084,0.669927139517792,0.648492981755349,2.1434157762443,0.806846004265883,0.0111141286083043,0.132537496976269,0.37852296279428,0.0347391102573754,0.0214645051370669,6.33663418067199,0.0939006619007484,420,R.Wilson,420
Brian Schottenheimer__2019,Brian Schottenheimer,2019,946,0.84149296840418,0.854758459219019,-0.0132654908148392,0.662147070480968,0.646474252065967,1.56728184150017,0.796894016800424,0.0154008780123567,0.0289723074091225,0.366820485144066,0.0214645051370669,0.0561584623882946,6.70787983200624,0.185499860757225,513,R.Wilson,512
Brian Schottenheimer__2020,Brian Schottenheimer,2020,888,0.837132857416965,0.861027410240293,-0.023894552823328,0.668383056757924,0.639269297557981,2.91137591999425,0.789875769615065,0.0209228221047737,0.0545318264530989,0.376628847113131,0.0561584623882946,0.0922887288303729,6.06803284997636,0.0786509568821895,542,R.Wilson,542
Brian Schottenheimer__2025,Brian Schottenheimer,2025,941,0.841823323085226,0.856031670573905,-0.0142083474886784,0.660792915613416,0.646041292719098,1.47516228943176,0.798701691671872,0.0179089200958933,0.0156026887811332,0.367807434624364,0.106602876795235,,2.30515402301337,0.177282958464609,550,D.Prescott,541
Bruce Arians__2015,Bruce Arians,2015,849,0.842706861170842,0.861337779980063,-0.0186309188092212,0.662078084908692,0.638683015873474,2.33950690352179,0.801068460084264,0.0152238420462685,0.00235446030877365,0.369052922943315,0.0935117691314957,-0.0705528703036602,4.14027580008003,0.242061646862949,513,C.Palmer,512
Bruce Arians__2016,Bruce Arians,2016,871,0.826878576000538,0.84519379303395,-0.0183152170334117,0.672715517383898,0.649087770181159,2.36277472027395,0.776656809951063,0.0159561849714598,0.0147951203564142,0.342511123377749,-0.0705528703036602,-0.146222647060961,-2.13407180401909,-0.0262275694357697,539,C.Palmer,500
Bruce Arians__2017,Bruce Arians,2017,870,0.823695265377773,0.837875532385968,-0.0141802670081951,0.663693243835862,0.654103164357926,0.959007947793578,0.768698924534464,0.0188978934445536,0.0247524897685681,0.346154384135172,-0.146222647060961,,-4.69339786378188,-0.112595325338341,517,C.Palmer,224
Byron Leftwich__2018,Byron Leftwich,2018,372,0.811395113782943,0.815797857723741,-0.00440274394079843,0.677565265989983,0.66489437856857,1.26708874214135,0.762055838437794,0.00717844914272525,0.066940098420106,0.36405200525237,-0.224208207868844,-0.0106492727442061,-7.5182341337204,-0.31092218264017,205,J.Rosen,204
Byron Leftwich__2019,Byron Leftwich,2019,900,0.815473122877855,0.850381375988338,-0.0349082531104833,0.676369877132777,0.650632753828911,2.57371233038665,0.753931480281613,0.0262182376698021,0.0119569412867227,0.345854410529137,-0.0106492727442061,0.13478314888283,1.70763653284226,0.0670052269655417,544,J.Winston,540
Byron Leftwich__2020,Byron Leftwich,2020,943,0.816646911674838,0.852637303807049,-0.0359903921322111,0.677693207077975,0.646569773673647,3.11234334043287,0.759549394021623,0.0265892159297844,0.0385003323061342,0.351821202923043,0.13478314888283,0.135654723800975,1.87863407988254,0.242398423868158,618,T.Brady,618
Byron Leftwich__2021,Byron Leftwich,2021,911,0.808588256803533,0.864258450796095,-0.0556701939925627,0.682558852235896,0.637795947213267,4.47629050226284,0.731226138130597,0.037123123048463,0.0735418434069787,0.358023759137132,0.135654723800975,-0.0539931323598816,0.833530176356929,0.179435979249459,633,T.Brady,632
Byron Leftwich__2022,Byron Leftwich,2022,1002,0.826493699925215,0.858247337334967,-0.0317536374097521,0.672002346325854,0.642680434553525,2.93219117723292,0.77657805324264,0.0242658846969149,0.0310947417008305,0.347305540218503,-0.0539931323598816,,-0.917701971780066,0.0606104616679341,662,T.Brady,651
Chad O'Shea__2019,Chad O'Shea,2019,675,0.828807208941718,0.848008406550337,-0.0192011976086188,0.674815640290642,0.650752812214551,2.40628280760909,0.779410118938978,0.0193390190783972,0.0673045583345274,0.369233961304029,-0.0570280315250956,,-1.87242825452547,0.0865363126954965,432,R.Fitzpatrick,366
Chan Gailey__2015,Chan Gailey,2015,868,0.817516241038357,0.833699402837004,-0.0161831617986471,0.681392503737584,0.659809248516144,2.15832552214394,0.767423964693697,0.0145746338488864,0.00444776912473042,0.35140878229063,-0.0133707509565109,-0.0382727900539306,-2.11126542068312,0.0744699416505301,536,R.Fitzpatrick,515
Chan Gailey__2016,Chan Gailey,2016,813,0.836811791882729,0.836371923112763,0.000439868769966045,0.658693081146075,0.657430411126578,0.126267001949698,0.796579684665731,0.0126876076904162,0.0329286861536981,0.378541450182304,-0.0382727900539306,,-2.42732495987585,0.000777357870744887,455,R.Fitzpatrick,334
Chan Gailey__2020,Chan Gailey,2020,783,0.848123823785698,0.871791432653091,-0.0236676088673927,0.664935214882026,0.634610240921152,3.03249739608739,0.817161672853898,0.0145944782868801,0.0318307327736993,0.377920697246932,0.0221941690642793,,1.21531128540807,0.0882356938124825,470,T.Tagovailoa,235
Chip Kelly__2015,Chip Kelly,2015,841,0.844683887306532,0.844573154480588,0.000110732825944648,0.654357399780276,0.653659411656875,0.069798812340105,0.80656088896451,0.00874095616734516,0.0105511283194127,0.388151660898211,-0.0682446593946036,-0.123834342705157,-2.62005354281719,-0.0314240319794236,502,S.Bradford,440
Chip Kelly__2016,Chip Kelly,2016,747,0.850597582129108,0.834848844327843,0.0157487378012654,0.642129101806652,0.655761498190254,-1.36323963836021,0.816206096841613,-0.00163568399960412,0.0681095496318746,0.3945235952715,-0.123834342705157,,-2.46935750289661,-0.117539056583409,364,C.Kaepernick,266
Chip Kelly__2025,Chip Kelly,2025,486,0.842901667063996,0.847463223260603,-0.00456155619660681,0.658718318162012,0.650477908548489,0.82404096135229,0.804462219816448,0.00894190122535576,0.0104341609671773,0.380957172087436,-0.189270499347505,,-4.13602857028736,-0.196861041371373,296,G.Smith,295
Dan Campbell__2021,Dan Campbell,2021,424,0.86866736866818,0.84048830320097,0.0281790654672097,0.656539395360587,0.649117045833334,0.742234952725274,0.85236128222608,-0.00627315332711687,0.116256691656023,0.417031298268516,-0.0169823565045858,,0.29463410967648,0.115744384237964,219,J.Goff,163
Dan Campbell__2025,Dan Campbell,2025,505,0.830372258109857,0.840557303405063,-0.0101850452952054,0.671663114728254,0.657583736060963,1.40793786672911,0.790580999113932,0.0115236807511937,0.0390787994212443,0.366517226737325,0.0225144834060678,,-2.72159356370195,0.122471184056423,318,J.Goff,316
Darrell Bevell__2015,Darrell Bevell,2015,786,0.844133297491274,0.850619945476127,-0.00648664798485299,0.656327669955002,0.647446692465142,0.888097748986039,0.80821773541468,0.0111213304117931,0.0242829004601213,0.364343538453788,0.0348998833433815,0.0221295204370865,4.4940398724389,0.168353275528402,421,R.Wilson,421
Darrell Bevell__2016,Darrell Bevell,2016,895,0.848714774113373,0.858047284404609,-0.00933251029123583,0.66276705362428,0.646367803081125,1.63992505431556,0.813538090582589,0.0114964431944198,0.0190134062280868,0.368080541757898,0.0221295204370865,-0.0530397352852118,4.71683549288562,0.0875804753286522,544,R.Wilson,534
Darrell Bevell__2017,Darrell Bevell,2017,876,0.827861488010183,0.83448976553035,-0.00662827752016593,0.6655247484052,0.658294178294482,0.723057011071793,0.782656492994283,0.0107336308112674,0.0234590206363294,0.356987322242633,-0.0530397352852118,,2.96787219261056,-0.00968122989480005,529,R.Wilson,527
Darrell Bevell__2019,Darrell Bevell,2019,885,0.830943094495908,0.844841511078115,-0.0138984165822073,0.658876422534552,0.648509430182061,1.03669923524909,0.783382968087398,0.0173732446896384,0.0398397673321309,0.355657057405192,-0.0406621929363159,0.0115499863994815,-3.15652768277701,0.0418214741759838,506,M.Stafford,291
Darrell Bevell__2020,Darrell Bevell,2020,689,0.834571781553171,0.848728441758557,-0.0141566602053868,0.6725902228348,0.652131482023459,2.04587408113404,0.792400181694316,0.0159581846343305,0.0217579674565048,0.358662064821177,0.0115499863994815,-0.143276068858537,-0.648261962423906,0.121889396924219,408,M.Stafford,404
Darrell Bevell__2021,Darrell Bevell,2021,599,0.830098203527254,0.827349543916997,0.00274865961025683,0.665731598162115,0.661996886392741,0.373471176937379,0.789677228770771,0.00742155022268365,0.0483096227895637,0.368551811449018,-0.143276068858537,,-7.88157384546976,-0.124568014333953,342,T.Lawrence,340
Dave Canales__2023,Dave Canales,2023,953,0.829471701267533,0.835703581330291,-0.00623188006275821,0.651668754088371,0.652138038879816,-0.046928479144448,0.785298557076497,0.0102567072159531,0.01554190689563,0.372497074493644,0.000530132348413342,-0.014782527604414,-1.630908673157,0.0842971303556902,557,B.Mayfield,555
Dave Canales__2024,Dave Canales,2024,711,0.838546985541018,0.848230696289764,-0.00968371074874597,0.65956141673199,0.646988666336734,1.25727503952563,0.793506454339922,0.0120871363092985,0.0131966192825434,0.37292316085469,-0.014782527604414,-0.0790736666473916,0.694562932295814,-0.0238405289226668,396,B.Young,278
Dave Canales__2025,Dave Canales,2025,875,0.849152082294752,0.845919782762978,0.00323229953177395,0.658052436283931,0.648169680398582,0.988275588534893,0.813218013655372,0.00833347882111002,0.0528278189727239,0.387861756188529,-0.0790736666473916,,-1.43817387702988,-0.116269932547083,467,B.Young,449
Dirk Koetter__2015,Dirk Koetter,2015,811,0.83204899433099,0.847750844257796,-0.0157018499268063,0.674825519249786,0.651335494070136,2.34900251796502,0.785677940296353,0.019993683440015,0.0734378435222935,0.359814582959865,-0.00751371442062292,-0.0209121634096385,0.0530268431935643,0.0881846955404824,412,J.Winston,412
Dirk Koetter__2016,Dirk Koetter,2016,919,0.843734855997509,0.855490383937088,-0.0117555279395785,0.666158599198699,0.647311055576708,1.8847543621991,0.797956109759818,0.0193445921423319,0.0194602973183559,0.356399244271113,-0.0209121634096385,-0.0344038585166852,2.74542567343259,0.0988819928904425,517,J.Winston,517
Dirk Koetter__2017,Dirk Koetter,2017,858,0.830237677400573,0.853287497271917,-0.0230498198713445,0.669970877147382,0.645495391742671,2.44754854047105,0.777141994988127,0.0241463262866477,0.0162893026233553,0.353431227358627,-0.0344038585166852,-0.0327441259108673,1.86850279874978,0.0547741937890695,525,J.Winston,425
