"season","team","games","wins","point_diff_pg","head_coach","g_coached","roster_value","roster_value_recent4","n_players","qb_name","qb_id","qb_dropbacks","qb_draft_pick","qb_value","qb_prior_epa_per_db"
2022,"HOU",17,3.5,-7.70588235294118,"Lovie Smith",17,13412,6251,89,"Davis Mills","00-0036898",510,"67",255,-0.105132494254725
2022,"IND",17,4.5,-8.11764705882353,"Frank Reich",9,14639,4751,103,"Matt Ryan","00-0026143",499,"3",2200,0.010551319665334
2022,"JAX",17,9,3.17647058823529,"Doug Pederson",17,20469,12944,97,"Trevor Lawrence","00-0036971",611,"1",3000,-0.0958168132460496
2022,"KC",17,14,7.47058823529412,"Andy Reid",17,16583,6571,99,"Patrick Mahomes","00-0033873",674,"10",1300,0.20231406578165
2022,"LA",17,5,-4.52941176470588,"Sean McVay",17,16047,3410,98,"Matthew Stafford","00-0026498",332,"1",3000,0.18636358653083
2022,"LAC",17,10,0.411764705882353,"Brandon Staley",17,15474,6257,98,"Justin Herbert","00-0036355",737,"6",1600,0.172909962679526
2022,"LV",17,6,-1.35294117647059,"Josh McDaniels",17,10345,5158,94,"Derek Carr","00-0031280",529,"36",540,0.0562470252564426
2022,"MIA",17,9,-0.117647058823529,"Mike McDaniel",17,21704,10133,99,"Tua Tagovailoa","00-0036212",421,"5",1700,0.0513773728601142
2022,"MIN",17,13,-0.176470588235294,"Kevin O'Connell",17,14666,8489,86,"Kirk Cousins","00-0029604",689,"102",92,0.116795531026851
2022,"NE",17,8,1,"Bill Belichick",17,11639,5579,91,"Mac Jones","00-0036972",476,"15",1050,0.096313545673606
2022,"NO",17,7,-0.88235294117647,"Dennis Allen",17,22254,5595,101,"Andy Dalton","00-0027973",403,"35",550,-0.118323046356379
2022,"NYG",17,9.5,-0.352941176470588,"Brian Daboll",17,20669,10911,98,"Daniel Jones","00-0035710",516,"6",1600,-0.0297620920401498
2022,"NYJ",17,7,-1.17647058823529,"Robert Saleh",17,24352,13463,83,"Zach Wilson","00-0037013",265,"2",2600,-0.223824792405307
2022,"PHI",17,14,7.8235294117647,"Nick Sirianni",17,19936,6927,92,"Jalen Hurts","00-0036389",498,"53",370,0.0413697810767486
2022,"PIT",17,9,-2.23529411764706,"Mike Tomlin",17,18810,5064,106,"Kenny Pickett","00-0038102",416,"20",850,NA
2022,"SEA",17,9,0.352941176470588,"Pete Carroll",17,15713,8212,111,"Geno Smith","00-0030565",618,"39",510,-0.0114512989033931
2022,"SF",17,13,10.1764705882353,"Kyle Shanahan",17,21290,8608,98,"Jimmy Garoppolo","00-0031345",326,"62",284,0.198257150090876
2022,"TB",17,8,-2.64705882352941,"Todd Bowles",17,19068,6592,95,"Tom Brady","00-0019596",755,"199",12,0.195368264117939
2022,"TEN",17,7,-3.58823529411765,"Mike Vrabel",17,13483,5264,111,"Ryan Tannehill","00-0029701",358,"8",1400,0.0444007153056996
2022,"WAS",17,8.5,-1.29411764705882,"Ron Rivera",17,15112,7452,105,"Carson Wentz","00-0032950",302,"2",2600,0.0238297992701592
2023,"ARI",17,4,-7.35294117647059,"Jonathan Gannon",17,11778,4819,103,"Kyler Murray","00-0035228",286,"1",3000,-0.0432020320137385
2023,"ATL",17,7,-3.05882352941176,"Arthur Smith",17,19133,11119,101,"Desmond Ridder","00-0038122",419,"74",220,0.0365903037110231
2023,"BAL",17,13,11.9411764705882,"John Harbaugh",17,23177,6924,93,"Lamar Jackson","00-0034796",494,"32",590,0.0297736804706951
2023,"BUF",17,11,8.23529411764706,"Sean McDermott",17,18615,4228,95,"Josh Allen","00-0034857",603,"7",1500,0.169537376416442
2023,"CAR",17,2,-10.5882352941176,"Frank Reich",11,18804,11803,104,"Bryce Young","00-0039150",589,"1",3000,NA
2023,"CHI",17,7,-1.11764705882353,"Matt Eberflus",17,12091,6448,85,"Justin Fields","00-0036945",414,"11",1250,-0.181123992279541
2023,"CIN",17,9,-1.05882352941176,"Zac Taylor",17,14447,8833,88,"Joe Burrow","00-0036442",389,"1",3000,0.137884138046233
2023,"CLE",17,11,2,"Kevin Stefanski",17,20731,6034,101,"Joe Flacco","00-0026158",212,"18",900,-0.126177637577365
2023,"DAL",17,12,11.4117647058824,"Mike McCarthy",17,22190,8746,92,"Dak Prescott","00-0033077",629,"135",39,0.101653831215744
2023,"DEN",17,8,-3.29411764705882,"Sean Payton",17,9552,4981,92,"Russell Wilson","00-0029263",492,"75",215,-0.105843884252603
2023,"DET",17,12,3.88235294117647,"Dan Campbell",17,20541,10872,97,"Jared Goff","00-0033106",635,"1",3000,0.167242091340081
2023,"GB",17,9,1.94117647058824,"Matt LaFleur",17,12102,6775,96,"Jordan Love","00-0036264",609,"26",700,0.168136190329877
2023,"HOU",17,10,1.41176470588235,"DeMeco Ryans",17,20237,11468,103,"C.J. Stroud","00-0039163",537,"2",2600,NA
2023,"IND",17,9,-1.11764705882353,"Shane Steichen",17,14234,6975,102,"Gardner Minshew","00-0035289",524,"178",20,0.0905552626949804
2023,"JAX",17,9,0.352941176470588,"Doug Pederson",17,19407,12130,89,"Trevor Lawrence","00-0036971",599,"1",3000,0.137223662700984
2023,"KC",17,11,4.52941176470588,"Andy Reid",17,15658,6721,101,"Patrick Mahomes","00-0033873",624,"10",1300,0.286544814208901
2023,"LA",17,10,1.58823529411765,"Sean McVay",17,12665,3523,95,"Matthew Stafford","00-0026498",551,"1",3000,-0.0724016470346438
2023,"LAC",17,5,-3.05882352941176,"Brandon Staley",14,15581,7170,98,"Justin Herbert","00-0036355",485,"6",1600,0.0332584839264673
2023,"LV",17,8,0.0588235294117647,"Antonio Pierce",9,11433,3861,101,"Aidan O'Connell","00-0038579",367,"135",39,NA
2023,"MIA",17,11,6.1764705882353,"Mike McDaniel",17,21515,8627,99,"Tua Tagovailoa","00-0036212",589,"5",1700,0.229029058028443
2023,"MIN",17,7,-1.05882352941176,"Kevin O'Connell",17,14348,5072,101,"Kirk Cousins","00-0029604",328,"102",92,0.0300092983334046
2023,"NE",17,4,-7.64705882352941,"Bill Belichick",17,15235,7016,96,"Mac Jones","00-0036972",367,"15",1050,-0.0634331727173697
2023,"NO",17,9,4.41176470588235,"Dennis Allen",17,19862,7123,96,"Derek Carr","00-0031280",579,"36",540,0.0500086651165289
2023,"NYG",17,6,-8.29411764705882,"Brian Daboll",17,21920,11248,99,"Tommy DeVito","00-0038476",215,NA,0,NA
2023,"NYJ",17,7,-5.11764705882353,"Robert Saleh",17,23072,11842,96,"Zach Wilson","00-0037013",414,"2",2600,-0.136645490384378
2023,"PHI",17,11,0.294117647058824,"Nick Sirianni",17,23100,7674,90,"Jalen Hurts","00-0036389",574,"53",370,0.143112624594895
2023,"PIT",17,10,-1.17647058823529,"Mike Tomlin",17,17839,5554,101,"Kenny Pickett","00-0038102",347,"20",850,-0.0215377566509409
2023,"SEA",17,9,-2.23529411764706,"Pete Carroll",17,18843,8141,97,"Geno Smith","00-0030565",530,"39",510,0.043493746559918
2023,"SF",17,12,11.3529411764706,"Kyle Shanahan",17,20509,6126,91,"Brock Purdy","00-0037834",472,"262",0,0.20195089494801
2023,"TB",17,9,1.35294117647059,"Todd Bowles",17,14168,5464,89,"Baker Mayfield","00-0034855",606,"1",3000,-0.138244466800829
2023,"TEN",17,6,-3.64705882352941,"Mike Vrabel",17,13272,6851,97,"Will Levis","00-0039152",283,"33",580,NA
2023,"WAS",17,4,-11.1176470588235,"Ron Rivera",17,9240,5671,102,"Sam Howell","00-0037077",677,"144",34,-0.339172024450094
2024,"ARI",17,8,1.23529411764706,"Jonathan Gannon",17,16492,8363,99,"Kyler Murray","00-0035228",571,"1",3000,-0.0582743673967698
2024,"ATL",17,8,-2,"Raheem Morris",17,20930,9797,107,"Kirk Cousins","00-0029604",481,"102",92,0.113119041070439
2024,"BAL",17,12,9.23529411764706,"John Harbaugh",17,16156,6435,89,"Lamar Jackson","00-0034796",497,"32",590,0.119578114068839
2024,"BUF",17,13,9.23529411764706,"Sean McDermott",17,19316,4403,96,"Josh Allen","00-0034857",497,"7",1500,0.152061025239979
2024,"CAR",17,5,-11.3529411764706,"Dave Canales",17,20165,9230,111,"Bryce Young","00-0039150",413,"1",3000,-0.27041331387901
2024,"CHI",17,5,-3.52941176470588,"Matt Eberflus",17,15772,8929,90,"Caleb Williams","00-0039918",630,"1",3000,NA
2024,"CIN",17,9,2.23529411764706,"Zac Taylor",17,14303,6165,100,"Joe Burrow","00-0036442",700,"1",3000,0.0156684757301976
2024,"CLE",17,3,-10.4117647058824,"Kevin Stefanski",17,23804,4735,112,"Jameis Winston","00-0031503",320,"1",3000,-0.199775909690433
2024,"DAL",17,7,-6.94117647058824,"Mike McCarthy",17,16038,8802,99,"Cooper Rush","00-0033662",321,NA,0,-0.209597909902769
2024,"DEN",17,10,6.70588235294118,"Sean Payton",17,11519,7413,83,"Bo Nix","00-0039732",591,"12",1200,NA
2024,"DET",17,15,13.0588235294118,"Dan Campbell",17,23321,11509,108,"Jared Goff","00-0033106",570,"1",3000,0.127468111683591
2024,"GB",17,11,7.1764705882353,"Matt LaFleur",17,14026,7673,93,"Jordan Love","00-0036264",439,"26",700,0.144537905555442
2024,"HOU",17,10,0,"DeMeco Ryans",17,23065,11739,91,"C.J. Stroud","00-0039163",584,"2",2600,0.115428626835584
2024,"IND",17,8,-2.94117647058824,"Shane Steichen",17,16633,6809,95,"Anthony Richardson","00-0039164",278,"4",1800,0.0735581460117815
2024,"JAX",17,4,-6.76470588235294,"Doug Pederson",17,21708,13171,95,"Trevor Lawrence","00-0036971",302,"1",3000,-0.000106320774177493
2024,"KC",17,15,3.47058823529412,"Andy Reid",17,15355,5720,99,"Patrick Mahomes","00-0033873",617,"10",1300,0.0816690956575929
2024,"LA",17,10,-1.11764705882353,"Sean McVay",17,10971,4506,95,"Matthew Stafford","00-0026498",545,"1",3000,0.098350468016569
2024,"LAC",17,11,5.94117647058824,"Jim Harbaugh",17,23497,8210,108,"Justin Herbert","00-0036355",545,"6",1600,0.0575605268512504
2024,"LV",17,4,-7.35294117647059,"Antonio Pierce",17,11979,6230,103,"Gardner Minshew","00-0035289",335,"178",20,-0.0125815010565904
2024,"MIA",17,8,-1.11764705882353,"Mike McDaniel",17,17676,6538,107,"Tua Tagovailoa","00-0036212",420,"5",1700,0.206577837500518
2024,"MIN",17,14,5.88235294117647,"Kevin O'Connell",17,19289,5603,91,"Sam Darnold","00-0034869",593,"3",2200,-0.00504147541276198
2024,"NE",17,4,-7.52941176470588,"Jerod Mayo",17,10480,6608,95,"Drake Maye","00-0039851",372,"3",2200,NA
2024,"NO",17,5,-3.52941176470588,"Dennis Allen",17,16936,7036,104,"Derek Carr","00-0031280",287,"36",540,0.04840251694926
2024,"NYG",17,3,-8.35294117647059,"Brian Daboll",17,17183,9489,105,"Daniel Jones","00-0035710",370,"6",1600,-0.323168443187984
2024,"NYJ",17,5,-3.88235294117647,"Robert Saleh",17,23261,10580,108,"Aaron Rodgers","00-0023459",624,"24",740,-1.01597994216718
2024,"PHI",17,14,9.41176470588235,"Nick Sirianni",17,26652,11200,99,"Jalen Hurts","00-0036389",399,"53",370,0.108684184661972
2024,"PIT",17,10,1.94117647058824,"Mike Tomlin",17,18326,6916,115,"Russell Wilson","00-0029263",369,"75",215,-0.030847962447498
2024,"SEA",17,10,0.411764705882353,"Mike Macdonald",17,15733,8033,112,"Geno Smith","00-0030565",628,"39",510,0.0651821443663663
2024,"SF",17,6,-2.76470588235294,"Kyle Shanahan",17,14284,2381,102,"Brock Purdy","00-0037834",486,"262",0,0.304562624087999
2024,"TB",17,10,6.88235294117647,"Todd Bowles",17,14958,5129,105,"Baker Mayfield","00-0034855",610,"1",3000,0.0822197665031516
2024,"TEN",17,3,-8.76470588235294,"Brian Callahan",17,13115,6467,101,"Will Levis","00-0039152",342,"33",580,-0.0453480241682365
2024,"WAS",17,12,5.52941176470588,"Dan Quinn",17,19010,5898,99,"Jayden Daniels","00-0039910",527,"2",2600,NA
2025,"ARI",17,3,-7.8235294117647,"Jonathan Gannon",17,18666,8812,103,"Jacoby Brissett","00-0033119",528,"91",136,-0.207344571818148
2025,"ATL",17,8,-2.82352941176471,"Raheem Morris",17,19850,9013,100,"Michael Penix Jr.","00-0039917",289,"8",1400,0.133514834423463
2025,"BAL",17,8,1.52941176470588,"John Harbaugh",17,17280,7152,88,"Lamar Jackson","00-0034796",338,"32",590,0.346637045585549
2025,"BUF",17,12,6.8235294117647,"Sean McDermott",17,21856,4687,105,"Josh Allen","00-0034857",500,"7",1500,0.261786866792486
2025,"CAR",17,8,-4.05882352941176,"Dave Canales",17,16967,8429,101,"Bryce Young","00-0039150",505,"1",3000,-0.0626309895999511
2025,"CHI",17,11,1.52941176470588,"Ben Johnson",17,16708,10462,92,"Caleb Williams","00-0039918",592,"1",3000,-0.0750394337387742
2025,"CIN",17,6,-4.58823529411765,"Zac Taylor",17,16583,6410,94,"Joe Burrow","00-0036442",276,"1",3000,0.164467079177794
2025,"CLE",17,5,-5.88235294117647,"Kevin Stefanski",17,20705,5301,107,"Shedeur Sanders","00-0040668",235,"144",34,NA
2025,"DAL",17,7.5,-2.35294117647059,"Brian Schottenheimer",17,24028,6618,86,"Dak Prescott","00-0033077",631,"135",39,-0.030167381019279
2025,"DEN",17,14,5.29411764705882,"Sean Payton",17,12076,4236,93,"Bo Nix","00-0039732",634,"12",1200,0.0582758160725816
2025,"DET",17,9,4,"Dan Campbell",17,20419,9958,108,"Jared Goff","00-0033106",616,"1",3000,0.295709981910119
2025,"GB",17,9.5,1.82352941176471,"Matt LaFleur",17,14264,8554,101,"Jordan Love","00-0036264",460,"26",700,0.141545602471776
2025,"HOU",17,12,6.41176470588235,"DeMeco Ryans",17,20587,11359,96,"C.J. Stroud","00-0039163",446,"2",2600,-0.0224454661354554
2025,"IND",17,8,3.17647058823529,"Shane Steichen",17,20271,8156,109,"Daniel Jones","00-0035710",406,"6",1600,-0.103018411740032
2025,"JAX",17,13,8.11764705882353,"Liam Coen",17,19760,9287,90,"Trevor Lawrence","00-0036971",601,"1",3000,0.020243617949101
2025,"KC",17,6,2,"Andy Reid",17,12802,6256,95,"Patrick Mahomes","00-0033873",536,"10",1300,0.115289074976253
2025,"LA",17,12,10.1176470588235,"Sean McVay",17,10771,5067,89,"Matthew Stafford","00-0026498",620,"1",3000,0.0602796648415895
2025,"LAC",17,11,1.64705882352941,"Jim Harbaugh",17,23737,7402,100,"Justin Herbert","00-0036355",566,"6",1600,0.132331814433452
2025,"LV",17,3,-11.2352941176471,"Pete Carroll",17,19950,8055,96,"Geno Smith","00-0030565",503,"39",510,0.0346386885155989
2025,"MIA",17,7,-4.52941176470588,"Mike McDaniel",17,20025,5005,105,"Tua Tagovailoa","00-0036212",414,"5",1700,0.204364654507864
2025,"MIN",17,9,0.647058823529412,"Kevin O'Connell",17,16545,4013,89,"J.J. McCarthy","00-0039923",270,"10",1300,NA
2025,"NE",17,14,10,"Mike Vrabel",17,13360,7002,105,"Drake Maye","00-0039851",539,"3",2200,-0.0711110465816703
2025,"NO",17,6,-4.52941176470588,"Kellen Moore",17,17765,7721,103,"Tyler Shough","00-0040743",358,"40",500,NA
2025,"NYG",17,4,-3.41176470588235,"Brian Daboll",17,19883,11393,103,"Jaxson Dart","00-0040691",374,"25",720,NA
2025,"NYJ",17,3,-11.9411764705882,"Aaron Glenn",17,14716,10362,103,"Justin Fields","00-0036945",231,"11",1250,0.0428975732990117
2025,"PHI",17,11,3.17647058823529,"Nick Sirianni",17,22357,9217,94,"Jalen Hurts","00-0036389",486,"53",370,0.101292398419227
2025,"PIT",17,10,0.588235294117647,"Mike Tomlin",17,15067,5173,100,"Aaron Rodgers","00-0023459",527,"24",740,0.0180929382265937
2025,"SEA",17,14,11.2352941176471,"Mike Macdonald",17,17510,9953,88,"Sam Darnold","00-0034869",504,"3",2200,0.0836892928690946
2025,"SF",17,12,3.88235294117647,"Kyle Shanahan",17,18668,4631,101,"Mac Jones","00-0036972",305,"15",1050,-0.0119509770451144
2025,"TB",17,8,-1.82352941176471,"Todd Bowles",17,18105,5655,94,"Baker Mayfield","00-0034855",579,"1",3000,0.189161685708496
2025,"TEN",17,3,-11.4117647058824,"Brian Callahan",17,12980,8846,99,"Cam Ward","00-0040676",595,"1",3000,NA
2025,"WAS",17,5,-5.58823529411765,"Dan Quinn",17,23032,7345,100,"Marcus Mariota","00-0032268",243,"2",2600,0.401411736729641
